MSOA11CD,year,income,imd,oa,pop,unem,edu,mig
E02000232,2021,41500,0.073,0,6198,2.5,34.2,7.2
E02000233,2011,35457,0.124,0,7609,4.7,34.4,14.2
E02000233,2021,43900,0.087,0,6364,2.7,42.9,8.1
E02000234,2011,35979,0.111,0,6374,4.4,34,19.8
E02000234,2021,41900,0.1,0,9452,3.2,44.2,9.7
E02000235,2011,39107,0.077,0,10045,3.9,35.9,11.2
E02000235,2021,45400,0.063,0,6890,2.4,43.7,7.7
E02000236,2011,36500,0.074,0,7685,3.3,31.9,12.4
E02000236,2021,45600,0.061,0,9130,2.7,44.7,7.5
E02000237,2011,33371,0.094,0,6207,4,27.6,15.1
E02000237,2021,40300,0.085,0,7600,2.5,34.7,6.5
E02000238,2011,29721,0.16,0,6135,5,27.3,30.7
E02000238,2021,46500,0.121,0,10707,4.1,38.3,9.9
E02000239,2011,30764,0.107,0,8023,4.7,33,21.1
E02000239,2021,50300,0.079,0,9042,3.4,40.1,8.6
E02000240,2011,27636,0.265,0,6968,6.2,23.4,28.8
E02000240,2021,38700,0.198,0,11209,4.4,34,7.6
E02000241,2011,31286,0.145,0,7659,4.6,30.4,18.5
E02000241,2021,45400,0.118,0,7395,4.6,37.6,10
E02000242,2011,29721,0.142,0,7475,5,29.5,18.4
E02000242,2021,45500,0.097,0,6885,4.2,36.3,8.3
E02000243,2011,30243,0.189,0,9500,5.3,29.1,20.1
E02000243,2021,43100,0.142,0,8722,4,36.7,8.3
E02000244,2011,32329,0.123,0,9000,4.1,33,18
E02000244,2021,46000,0.121,0,7889,4.5,42.2,9.5
E02000245,2011,26071,0.338,0,10265,7.7,22.7,17.1
E02000245,2021,33800,0.237,0,9306,4.3,32.6,9.9
E02000246,2011,26593,0.258,0,6639,7.2,20.2,25.8
E02000246,2021,37800,0.199,0,9461,4.9,31.1,6.8
E02000247,2011,27636,0.244,0,6763,6.1,25.9,33.6
E02000247,2021,38000,0.178,0,11155,4.9,33.8,7.4
E02000248,2011,36500,0.123,0,8509,4.6,43.5,26.8
E02000248,2021,50800,0.112,1,7717,4.1,50.2,11.8
E02000249,2011,28679,0.214,0,7172,5.4,27.5,23.2
E02000249,2021,40100,0.143,0,8376,4.2,36.1,8.7
E02000250,2011,47971,0.058,0,8156,3,59.3,18.6
E02000250,2021,56500,0.049,0,6483,2.8,63.5,9.3
E02000251,2011,29200,0.158,0,8748,5.4,26.3,15.5
E02000251,2021,44000,0.113,0,8313,4,33.8,7.9
E02000252,2011,30764,0.26,0,10308,6.2,36.1,32.8
E02000252,2021,41100,0.173,1,12238,4.1,40.3,28.1
E02000253,2011,27636,0.297,0,7334,6,26.2,24.4
E02000253,2021,39700,0.242,0,10344,4.9,35.6,6.8
E02000254,2011,27636,0.189,0,7721,5.3,24.7,19.8
E02000254,2021,37000,0.147,1,9209,4.5,28.6,8.3
E02000255,2011,36500,0.192,0,6487,4.9,46,37.7
E02000255,2021,47600,0.143,0,9863,4.5,53.1,10.2
E02000256,2011,44321,0.109,0,7944,3.9,57.2,40.7
E02000256,2021,53500,0.081,0,9183,3.6,63.9,16.1
E02000258,2011,34936,0.159,0,9706,4.8,40.6,21.2
E02000258,2021,45700,0.119,1,6901,4.5,51.7,14.5
E02000259,2011,37021,0.107,0,9632,3.9,41.9,15.5
E02000259,2021,53100,0.086,0,6584,3.8,50.8,9.3
E02000260,2011,27114,0.22,0,8949,5.7,26.4,20.3
E02000260,2021,35100,0.145,1,9835,5.2,27.2,9.1
E02000261,2011,32329,0.223,0,9465,5.1,38.7,34.9
E02000261,2021,43400,0.144,1,12653,5.4,49.3,15.2
E02000262,2011,32850,0.212,0,8861,5.2,42.2,34.1
E02000262,2021,48900,0.16,0,9348,4.4,52.1,16.4
E02000263,2011,25029,0.226,0,13509,6,22,16.3
E02000263,2021,32800,0.173,1,13706,5.3,24.4,8.4
E02000264,2011,42236,0.091,0,6730,3.8,51.8,42.1
E02000264,2021,47900,0.093,0,8494,4.4,61.6,17.9
E02000265,2011,32850,0.232,0,6276,5.4,43.1,54.7
E02000265,2021,43900,0.173,0,11232,5.3,51.2,13.7
E02000266,2011,25029,0.378,0,8710,8.1,23.6,29.6
E02000266,2021,35800,0.232,1,13114,5.2,34.1,9.6
E02000267,2011,38064,0.138,0,10766,4.7,41.9,15.5
E02000267,2021,49400,0.127,0,8151,4.1,49.5,10.2
E02000268,2011,40150,0.14,0,8925,5,50.5,30.9
E02000268,2021,49700,0.118,0,9250,3.9,57.9,13.5
E02000269,2011,44843,0.074,0,11637,3.1,57.8,21.9
E02000269,2021,53700,0.058,0,8167,3.6,64.3,12.7
E02000270,2011,28157,0.281,0,8103,6.9,32.5,28.5
E02000270,2021,41100,0.242,0,9607,4.8,53,17.8
E02000271,2011,49536,0.069,0,11119,3,60.7,19.6
E02000271,2021,61100,0.056,0,6950,3.1,69,15
E02000272,2011,41193,0.079,0,12331,3.7,48.4,12.2
E02000272,2021,51900,0.069,0,6713,3.1,56.4,8.3
E02000275,2011,27114,0.26,0,6926,6.7,27.2,22.3
E02000275,2021,34300,0.17,1,8170,4.3,29.4,9.1
E02000276,2011,43800,0.091,0,9358,3.1,55.1,25.3
E02000276,2021,52500,0.081,0,6761,3.7,60.6,13.2
E02000277,2011,28157,0.215,0,8078,6.5,19.9,16.7
E02000277,2021,40300,0.165,1,7524,3.9,28.5,7.6
E02000278,2011,25550,0.348,0,8043,7.6,17.4,21.1
E02000278,2021,40000,0.256,1,9430,4.3,26.6,6.5
E02000279,2011,27636,0.305,0,6763,7.9,25.4,37.1
E02000279,2021,39400,0.242,1,12320,4.8,32.3,8.4
E02000280,2011,32329,0.171,0,6748,4.6,30.4,19.8
E02000280,2021,40500,0.134,0,8634,3.1,37.6,7
E02000281,2011,29200,0.246,0,12733,6.4,24.3,13
E02000281,2021,38400,0.185,0,9653,4,32.9,8.1
E02000282,2011,25029,0.406,0,7102,8.5,16.7,27.4
E02000282,2021,33200,0.276,1,9951,5.3,25.9,7.8
E02000283,2011,26593,0.26,0,6722,6.9,19,20.9
E02000283,2021,41000,0.208,1,8538,4.9,27.8,7.4
E02000284,2011,36500,0.125,0,7081,4.5,36.7,23.3
E02000284,2021,42800,0.113,0,8741,3.3,43.7,9.6
E02000285,2011,33893,0.093,0,8837,3.9,28.7,10
E02000285,2021,48500,0.075,0,6643,2.5,38.6,6.6
E02000286,2011,37021,0.098,0,11292,3.5,38.5,17.4
E02000286,2021,42900,0.101,0,8688,2.5,45.9,11.1
E02000287,2011,34936,0.098,0,8515,3.3,36.6,18.6
E02000287,2021,45700,0.087,0,7355,2.5,47.3,9
E02000288,2011,26593,0.323,0,8835,7,21.4,28.8
E02000288,2021,38100,0.224,1,12784,4.3,28.9,7.7
E02000289,2011,34414,0.095,0,9115,3.7,34.8,9.3
E02000289,2021,49200,0.077,0,6774,2.9,44.5,7.3
E02000290,2011,25550,0.381,0,8424,8.4,19.8,18.4
E02000290,2021,36000,0.263,1,6682,5.2,30.1,9.6
E02000291,2011,32850,0.188,0,8200,5.8,31.8,27.9
E02000291,2021,42600,0.146,0,10162,4.3,40.8,10.2
E02000292,2011,31286,0.181,0,6597,5.2,27.7,26
E02000292,2021,45600,0.134,1,9837,3.7,36.9,8.7
E02000293,2011,36500,0.063,0,8158,3.3,39.6,12.5
E02000293,2021,48400,0.056,0,6396,2.5,46.7,6.4
E02000294,2011,26593,0.283,0,6823,5.9,20,26.9
E02000294,2021,41000,0.204,1,9369,4.7,27,9
E02000295,2011,35457,0.128,0,10490,4.8,38.9,16.5
E02000295,2021,50000,0.101,0,8691,3.3,46,9.1
E02000296,2011,32329,0.186,0,6569,5.1,36.6,39
E02000296,2021,47200,0.134,0,10343,3.9,42.9,11.9
E02000297,2011,34936,0.091,0,7242,3.3,33.6,19.8
E02000297,2021,46200,0.074,0,9398,3,39.7,6.2
E02000298,2011,39107,0.075,0,8924,3,44.8,17.4
E02000298,2021,51500,0.057,0,8253,2.7,51.5,9
E02000299,2011,26593,0.33,0,9518,6.9,20.3,25.4
E02000299,2021,38600,0.218,1,9495,4.7,28.1,8.1
E02000300,2011,27636,0.293,0,6307,6.9,22.8,34.6
E02000300,2021,41600,0.213,1,8855,4.1,28,9.4
E02000301,2011,25029,0.38,0,8879,7.9,19.4,27.3
E02000301,2021,36700,0.271,1,10221,4.8,27.2,8
E02000302,2011,31286,0.187,0,8374,5,29.5,17.9
E02000302,2021,52300,0.131,0,8668,3.7,38.2,8.2
E02000303,2011,25029,0.361,0,9535,8,19.2,22.8
E02000303,2021,37300,0.261,1,8366,4.4,28.5,8.2
E02000304,2011,40671,0.072,0,9298,3.3,46.4,16.1
E02000304,2021,49900,0.06,0,8041,3.1,52.9,8
E02000305,2011,35979,0.132,0,7976,4.3,43.6,28
E02000305,2021,52900,0.105,0,8878,3.9,49.1,9.6
E02000306,2011,23986,0.5,0,9312,9.5,19.1,19
E02000306,2021,31600,0.295,1,9134,5.5,27.2,6.3
E02000307,2011,28157,0.276,0,8157,6.6,23.7,24
E02000307,2021,45800,0.178,0,10112,3.9,31.1,7.5
E02000308,2011,31286,0.213,0,10070,5.3,35.9,21.4
E02000308,2021,47000,0.145,0,8759,3.9,43.2,11.9
E02000309,2011,25029,0.381,0,8326,7.6,21.5,28.7
E02000309,2021,35200,0.234,1,11794,4.8,29.2,8
E02000311,2011,28679,0.261,0,8390,6.3,26.9,28.1
E02000311,2021,49300,0.183,0,10544,6.1,33.7,9.5
E02000312,2011,35457,0.2,0,8089,5,40.2,42.5
E02000312,2021,49600,0.123,0,11303,4.5,46.5,12.2
E02000313,2011,26071,0.333,1,8633,8.1,26.1,16.5
E02000313,2021,29200,0.211,1,6489,6.3,35.8,6.4
E02000314,2011,29200,0.218,1,9149,7.2,35.6,37.1
E02000314,2021,39100,0.153,1,14106,6.8,40.5,11.5
E02000315,2011,26593,0.309,1,9873,8.3,23,18.7
E02000315,2021,31800,0.246,1,9871,4.8,36.2,7.6
E02000317,2011,26071,0.352,0,7736,9.3,26.6,24.5
E02000317,2021,36400,0.222,0,7561,5.8,38.2,9.9
E02000318,2011,25550,0.242,1,10489,7.7,25.8,24.5
E02000318,2021,33400,0.188,1,11064,4.9,33.1,11.6
E02000319,2011,28679,0.248,1,9872,8.4,31,31.1
E02000319,2021,34600,0.161,1,10618,5.7,40.2,10.1
E02000320,2011,28679,0.21,1,10473,6.6,25.7,12.4
E02000320,2021,36300,0.144,1,7041,5.4,37.9,8.4
E02000321,2011,26071,0.333,1,6566,8.3,25,29.1
E02000321,2021,29500,0.227,1,7721,6.3,36.4,9.3
E02000323,2011,24507,0.336,0,13164,8.7,27.8,22.4
E02000323,2021,34700,0.216,1,12861,5.5,42.2,11.3
E02000324,2011,28679,0.302,0,9080,6.7,29.6,18
E02000324,2021,37700,0.19,1,7865,5,40.3,8.8
E02000326,2011,35457,0.225,0,10750,4.9,44.8,17.8
E02000326,2021,43700,0.14,1,7798,3.7,55.2,11.6
E02000327,2011,27114,0.352,0,8370,8.3,24.9,30.3
E02000327,2021,33000,0.204,1,6625,6.5,41.5,12.6
E02000328,2011,42757,0.131,0,9842,4.1,54.3,17.8
E02000328,2021,48900,0.108,0,6512,3.1,62.2,11.7
E02000329,2011,30764,0.168,0,10971,6.3,24.8,9.2
E02000329,2021,36000,0.135,0,6332,3.9,36,7.4
E02000331,2011,30243,0.228,0,6624,5.4,32.2,29.7
E02000331,2021,38800,0.186,0,8238,4.9,41.4,9.5
E02000332,2011,34936,0.149,0,7200,5.6,36.7,19.5
E02000332,2021,43600,0.108,0,7451,3.8,45.7,8.9
E02000333,2011,48493,0.103,0,10674,3,60.8,19.1
E02000333,2021,51400,0.077,0,6242,3.1,64.4,11.8
E02000334,2011,31807,0.199,0,7315,5.1,29.2,16.5
E02000334,2021,41400,0.156,0,6639,4.1,40.9,6.7
E02000335,2011,33893,0.1,0,7070,3.7,27.6,12.5
E02000335,2021,45000,0.073,0,6675,3.3,39.9,6.8
E02000337,2011,28679,0.24,0,6825,6.2,21.3,19.1
E02000337,2021,37400,0.183,0,8471,4.5,33,5.8
E02000339,2011,35979,0.11,0,6606,4,36.4,13.2
E02000339,2021,44600,0.097,0,6291,3.2,45.7,7.2
E02000340,2011,33371,0.094,0,6180,4.2,29.8,20.1
E02000340,2021,40200,0.091,0,6865,3.5,39.6,10.4
E02000341,2011,26593,0.294,0,7831,7,18.3,16.3
E02000341,2021,34800,0.234,0,7995,4.5,30.6,6.7
E02000342,2011,28679,0.185,0,7253,4.2,20.4,31.8
E02000342,2021,37200,0.141,0,6348,3.7,33.7,14.2
E02000343,2011,29721,0.201,0,6269,5.3,22.6,17.5
E02000343,2021,39000,0.16,0,7046,4.1,34.7,7
E02000344,2011,32850,0.108,0,6469,3.7,24.2,15.6
E02000344,2021,40900,0.079,0,6430,3.3,36.1,7.8
E02000345,2011,28679,0.304,0,6549,6.4,23.3,25.9
E02000345,2021,34600,0.149,1,8199,3.6,27,8.6
E02000346,2011,24507,0.4,0,7906,8.1,25.9,19.2
E02000346,2021,40900,0.315,1,9398,5.6,50.4,18
E02000347,2011,30243,0.35,0,5970,6.3,32.6,26.4
E02000347,2021,36000,0.177,1,8151,3.8,34.5,9.4
E02000348,2011,26593,0.39,0,6088,7.6,24,28.7
E02000348,2021,32700,0.217,1,8106,5,29.4,7.5
E02000350,2011,33893,0.224,0,7683,5.5,47.1,37.5
E02000350,2021,43500,0.145,1,10241,4.6,53.7,14.9
E02000351,2011,38586,0.212,0,6453,4.2,57.6,58.1
E02000351,2021,45300,0.147,1,9286,3.8,63.5,19
E02000352,2011,34936,0.281,0,6675,5.1,47.5,27.6
E02000352,2021,45400,0.16,1,6749,3.9,53.3,12.8
E02000353,2011,39107,0.173,0,6387,4.6,56.4,42
E02000353,2021,48500,0.122,1,7763,4,63,16.1
E02000354,2011,28157,0.385,0,8838,8.6,39.3,32.3
E02000354,2021,36500,0.22,1,9610,4.9,50.9,13.1
E02000355,2011,33893,0.254,0,6092,7.8,45.3,41.8
E02000355,2021,41800,0.154,1,8194,4.9,56.8,13.5
E02000356,2011,39629,0.187,0,7956,5.1,57.3,28.6
E02000356,2021,47900,0.14,1,7034,3.5,66.2,16.9
E02000357,2011,25029,0.395,0,8120,10,23.6,15
E02000357,2021,34200,0.314,1,6845,5.5,39,7.5
E02000358,2011,31286,0.286,0,9502,6.6,47.9,39.2
E02000358,2021,41700,0.197,1,11090,5.1,58.1,16.2
E02000359,2011,30243,0.298,0,8523,7.6,41.3,21.8
E02000359,2021,42500,0.174,1,6697,4.6,55.2,13.4
E02000360,2011,27114,0.397,0,6883,8.5,37.1,42.2
E02000360,2021,37100,0.259,1,11512,5.4,46.3,11
E02000361,2011,31286,0.289,0,7786,8.2,45.9,34.3
E02000361,2021,40800,0.177,1,8061,4.9,58.8,20.2
E02000362,2011,28679,0.375,0,9502,8,35.6,18.3
E02000362,2021,37900,0.247,1,6961,5.8,48.3,15.5
E02000363,2011,25029,0.411,0,8485,10.8,28.1,29.8
E02000363,2021,33700,0.29,1,11882,6.1,42.2,11.4
E02000364,2011,37021,0.266,0,7346,6.7,52.4,40.7
E02000364,2021,45300,0.165,1,9217,4.9,59.3,15.4
E02000366,2011,30243,0.304,0,6339,7,38.3,36.5
E02000366,2021,40200,0.21,1,8328,5.4,48.2,12.2
E02000367,2011,34936,0.262,0,11058,6.2,52.2,30.4
E02000367,2021,45800,0.167,1,10418,4.4,62,19.9
E02000368,2011,27636,0.385,0,6581,8.2,35.7,37.9
E02000368,2021,38500,0.247,1,9922,5.5,47.9,12.9
E02000369,2011,30243,0.34,0,11292,7.5,41.2,29.2
E02000369,2021,44000,0.21,1,13458,4.4,56.9,15.5
E02000370,2011,30243,0.351,0,7640,8,40.4,30.8
E02000370,2021,43900,0.205,1,8862,4.5,54.5,17.2
E02000372,2011,29721,0.332,0,6363,6.7,31.9,45.4
E02000372,2021,38800,0.196,1,9984,5.1,46.2,19.5
E02000373,2011,25029,0.444,0,10845,8.6,22,14.2
E02000373,2021,34400,0.302,1,7034,6.1,35.7,9.1
E02000374,2011,35457,0.225,0,8867,5.3,41,24
E02000374,2021,46700,0.187,1,6914,4.6,50,16.5
E02000375,2011,33893,0.245,0,12764,6.6,44.1,20.3
E02000375,2021,42100,0.198,1,7485,5,53.8,18.1
E02000376,2011,33893,0.227,0,8514,5.9,47.7,34
E02000376,2021,43000,0.186,1,6701,5.2,54.8,20.5
E02000377,2011,33371,0.233,0,9741,5.8,43.6,31.1
E02000377,2021,43200,0.181,0,7795,4.9,53.1,17.6
E02000378,2011,41193,0.172,0,9614,4.8,56.6,27
E02000378,2021,47100,0.151,1,6433,4.9,60,20.1
E02000379,2011,38586,0.175,0,11594,5.1,51.3,23.2
E02000379,2021,50200,0.134,0,7388,4.1,60.2,12.6
E02000380,2011,42757,0.129,0,8301,3.5,54,24.9
E02000380,2021,55900,0.11,1,5508,3.9,62,15.6
E02000381,2011,43279,0.144,0,12369,3.9,57.7,24.8
E02000381,2021,51200,0.119,0,7628,4,63.5,16.4
E02000382,2011,40671,0.225,0,9175,5.3,54.3,24.7
E02000382,2021,51500,0.12,0,6189,3.9,63.2,18
E02000383,2011,39107,0.152,0,6658,4.8,54,59.6
E02000383,2021,49400,0.111,1,8462,4.5,60.4,20.9
E02000384,2011,32850,0.242,0,6731,6,41.6,40.7
E02000384,2021,42500,0.21,0,8267,4.4,52.9,20
E02000385,2011,47450,0.105,0,7028,3.4,62.9,42.8
E02000385,2021,51900,0.083,1,5614,3.6,66.4,26.1
E02000386,2011,32329,0.268,0,6915,6.5,40.6,40.4
E02000386,2021,39700,0.22,1,7582,5.5,47.4,16.9
E02000387,2011,35979,0.203,0,8169,4.5,46.5,32.4
E02000387,2021,43400,0.15,0,6024,4.4,52.2,20.1
E02000388,2011,40671,0.15,0,6534,3.7,51.9,50.2
E02000388,2021,47700,0.128,1,8657,3.4,60.9,22.9
E02000389,2011,44843,0.09,0,7581,2.9,54.9,42.1
E02000389,2021,57300,0.068,0,8645,3.1,62.3,20.5
E02000390,2011,39107,0.167,0,5863,4.4,49.7,49.6
E02000390,2021,46800,0.122,0,6195,3.9,58.9,20.8
E02000391,2011,42236,0.148,0,7768,3.9,54.8,36.1
E02000391,2021,51400,0.1,0,7587,3.5,63.9,19.9
E02000392,2011,44843,0.133,0,6167,4.5,56.7,60.8
E02000392,2021,50400,0.11,0,9229,4,62.6,20.3
E02000393,2011,51100,0.075,0,9432,3.1,61.4,29.6
E02000393,2021,56300,0.053,0,5975,2.9,68.3,22.1
E02000394,2011,38064,0.213,0,7320,4.4,48.1,41.6
E02000394,2021,46100,0.134,0,9281,4.7,61.1,21.4
E02000395,2011,51621,0.068,0,6162,3.2,62.5,36.3
E02000395,2021,57900,0.049,0,5680,2.4,68.1,20.5
E02000396,2011,41714,0.18,0,8136,4.5,49.5,26.7
E02000396,2021,52000,0.135,0,6898,3.9,57,15.6
E02000397,2011,30764,0.26,0,6272,7.1,36.9,40.2
E02000397,2021,42300,0.158,0,7907,5.4,44.8,13.6
E02000398,2011,22943,0.426,0,8202,10.7,18.9,23.3
E02000398,2021,32700,0.309,1,7518,6.8,29.3,9
E02000400,2011,34414,0.249,0,8255,5.5,40.9,23.5
E02000400,2021,48200,0.146,0,7988,4.8,48.5,10.3
E02000401,2011,25029,0.407,0,6448,7.7,20,20
E02000401,2021,36700,0.267,0,6864,5.8,31.9,9.5
E02000402,2011,23986,0.437,0,7729,7.8,21.4,18.6
E02000402,2021,35400,0.275,0,6472,5.6,31.5,8.4
E02000403,2011,29200,0.249,0,9578,5.9,37.1,29.6
E02000403,2021,46000,0.142,0,7513,4.9,45.2,14.6
E02000404,2011,26593,0.348,0,6031,6.5,28.5,35.6
E02000404,2021,44000,0.196,0,7111,5.3,34.9,12
E02000405,2011,45886,0.094,0,7755,4,59.5,19.8
E02000405,2021,55800,0.066,0,6474,3,66.3,10.8
E02000406,2011,27114,0.355,0,5951,6.9,32.1,34.6
E02000406,2021,42900,0.195,0,6736,6.3,38.2,13.5
E02000407,2011,24507,0.398,0,6633,6.6,24.2,33.2
E02000407,2021,37600,0.238,1,7605,5.8,34.2,12.1
E02000408,2011,23986,0.417,0,7815,8,20.4,27.3
E02000408,2021,35000,0.252,1,8253,5,33.9,10
E02000409,2011,25550,0.391,0,7123,8.2,25,22.1
E02000409,2021,36000,0.274,0,6061,5.4,39.1,11.4
E02000410,2011,46407,0.095,0,7668,4,59.7,29.1
E02000410,2021,55900,0.056,0,6418,3.6,65.3,14.9
E02000411,2011,25550,0.346,0,6734,6.9,25.8,37.2
E02000411,2021,36700,0.211,1,11429,4.6,41.9,16.2
E02000412,2011,27636,0.334,0,6697,6.7,35.4,37.1
E02000412,2021,39600,0.206,0,7322,5.2,41.2,16.2
E02000413,2011,43279,0.123,0,7199,3.9,57.7,28.2
E02000413,2021,52400,0.095,0,7763,3.3,62.8,10.4
E02000414,2011,28679,0.29,0,7315,7.6,30.9,32.7
E02000414,2021,44000,0.179,1,7081,5,42,13.1
E02000415,2011,29200,0.28,0,6548,6,35.5,35.9
E02000415,2021,45700,0.176,0,7242,5.2,46.6,16
E02000416,2011,34936,0.245,0,7025,6.5,47.9,32.2
E02000416,2021,42800,0.187,0,8453,4.3,56.4,14.1
E02000417,2011,47450,0.104,0,7312,3.7,63.6,29.3
E02000417,2021,56300,0.065,0,6558,3.6,67.9,13.3
E02000418,2011,46929,0.099,0,7612,3.5,61.5,18.4
E02000418,2021,55400,0.072,0,5431,2.8,68.1,8.7
E02000419,2011,32329,0.283,0,6527,5.8,44.3,55.9
E02000419,2021,45600,0.143,0,8736,5.5,53.2,20.3
E02000420,2011,26071,0.321,0,6693,7.9,29.4,36.1
E02000420,2021,38500,0.223,1,7988,5.7,43.9,13.3
E02000421,2011,25029,0.39,0,7452,7.5,29,29.9
E02000421,2021,35300,0.267,1,8511,6.2,38.4,14.4
E02000422,2011,28157,0.37,0,6914,7.1,30.3,35.7
E02000422,2021,37300,0.192,1,7458,5.4,39.6,11.5
E02000423,2011,29721,0.261,0,7500,5.3,40.4,39.1
E02000423,2021,46400,0.133,0,6904,5.1,48.8,19.9
E02000424,2011,41714,0.188,0,7171,5.9,56,31.4
E02000424,2021,47900,0.133,0,6754,4.2,62.9,13.1
E02000425,2011,26593,0.266,0,6845,5.3,21.9,22.5
E02000425,2021,37900,0.138,1,8169,4.3,27,9.5
E02000426,2011,45364,0.089,0,7490,2.9,59.7,27.1
E02000426,2021,54800,0.093,0,6492,3.6,66.3,13.1
E02000427,2011,33893,0.223,0,6676,5.2,49,43
E02000427,2021,47600,0.147,1,6627,4.9,57,19.8
E02000428,2011,26071,0.382,0,5509,7.1,30.6,40.5
E02000428,2021,36600,0.22,1,8434,6.4,42.1,14.1
E02000429,2011,52664,0.076,0,8108,3.4,68.1,29.3
E02000429,2021,50300,0.074,0,6793,3,71.2,12.9
E02000430,2011,49536,0.132,0,7432,4.1,65.5,37.4
E02000430,2021,47900,0.078,0,6922,3.4,69.6,15.6
E02000431,2011,53707,0.065,0,7148,3.2,69.8,37.5
E02000431,2021,51400,0.059,0,5848,3.4,74.7,16.8
E02000432,2011,42236,0.198,0,7825,4.9,60.7,31.4
E02000432,2021,44300,0.136,0,6120,4.4,63.9,17.5
E02000433,2011,35979,0.12,0,6813,2.9,39.4,22.6
E02000433,2021,42000,0.1,0,8600,2.7,48.1,10.2
E02000434,2011,35457,0.117,0,7198,3.8,41.3,25.5
E02000434,2021,42600,0.099,0,9848,3.3,51.2,9.5
E02000435,2011,31286,0.179,0,7256,4.5,33.2,20.5
E02000435,2021,44000,0.137,0,8191,3.6,41.9,9.5
E02000436,2011,39629,0.066,0,6731,2.5,44.1,14.2
E02000436,2021,44500,0.052,0,5758,2.6,55,6.5
E02000437,2011,31286,0.148,0,6854,4.3,33.2,22.9
E02000437,2021,45200,0.12,0,8760,3.2,40.2,8.7
E02000438,2011,32850,0.178,0,7022,5.8,35.4,21.5
E02000438,2021,41000,0.129,0,8548,3.3,43.4,8.4
E02000439,2011,29200,0.19,0,6852,5.2,29.9,26.9
E02000439,2021,50200,0.125,0,9264,3.3,37.8,9.9
E02000440,2011,34414,0.11,0,7417,3.9,36.1,22.1
E02000440,2021,48400,0.077,0,9605,3,46.2,6.2
E02000441,2011,34936,0.152,0,6685,4.1,39.8,19.9
E02000441,2021,42900,0.116,0,7481,3.2,49.8,9
E02000442,2011,28679,0.17,0,6454,4.6,28.7,28.9
E02000442,2021,53600,0.086,0,9585,3.9,33.4,10.2
E02000443,2011,28157,0.25,0,7686,6.3,27.5,26.9
E02000443,2021,41100,0.167,1,10747,4,37,11.9
E02000444,2011,30764,0.156,0,8588,4.4,32.9,17.5
E02000444,2021,45700,0.088,0,8714,3.2,40.3,8.1
E02000445,2011,29200,0.248,0,7426,6.1,31,34.5
E02000445,2021,41300,0.16,1,11773,3.7,36.8,10.3
E02000447,2011,35457,0.118,0,5782,4.4,39.5,19.5
E02000447,2021,49300,0.098,1,8192,3.3,52.2,10.2
E02000448,2011,42236,0.068,0,8377,3.1,51.3,15.5
E02000448,2021,47700,0.05,0,7070,2.8,59.3,9.7
E02000449,2011,27114,0.196,0,7910,5.1,26.4,19.1
E02000449,2021,42900,0.13,0,8295,3,33.9,8.3
E02000451,2011,39107,0.071,0,8206,3.1,45.5,13.4
E02000451,2021,49300,0.054,0,6711,2.6,54.1,9.4
E02000452,2011,33893,0.168,0,9569,5.1,42,28.4
E02000452,2021,44900,0.129,1,9503,4,46.8,17.6
E02000453,2011,35457,0.138,0,6714,4.2,44.8,26.2
E02000453,2021,45600,0.108,1,8386,3.6,50.8,11.6
E02000454,2011,40150,0.06,0,8706,3.1,46.7,12.6
E02000454,2021,48800,0.05,0,7339,2.3,57.3,8.1
E02000455,2011,36500,0.158,0,9470,4.8,48.1,29.1
E02000455,2021,45400,0.121,1,11669,4.3,57.3,17.9
E02000456,2011,35457,0.153,0,8499,4.3,42.3,21
E02000456,2021,46200,0.114,1,7823,4.4,47.3,9.3
E02000457,2011,35457,0.102,0,10250,3.9,40.5,10.3
E02000457,2021,46200,0.087,0,7059,3.4,50.6,8.7
E02000459,2011,28679,0.204,0,7058,5.3,34.8,30.3
E02000459,2021,39600,0.151,0,9326,4.5,42.9,12.1
E02000460,2011,27636,0.237,0,6641,5.7,28.9,20.3
E02000460,2021,42000,0.168,0,7311,4.6,42.7,9.8
E02000461,2011,39107,0.073,0,8137,3.4,47.7,25.1
E02000461,2021,49100,0.064,0,7290,4,50.5,14.6
E02000462,2011,30243,0.153,0,6550,5,30.4,22.8
E02000462,2021,41100,0.121,0,6983,4,38.5,9.3
E02000463,2011,28157,0.182,0,8218,5.5,25.6,17.7
E02000463,2021,43000,0.144,0,8706,4.4,34.8,6.4
E02000464,2011,26071,0.239,0,7620,6.2,12.6,10.9
E02000464,2021,33500,0.171,0,7756,3.7,26.1,7
E02000465,2011,26593,0.237,0,7082,6.9,13.8,15.8
E02000465,2021,33800,0.177,0,9346,4.5,28.4,7.2
E02000466,2011,28157,0.191,0,8135,5.3,14.9,13.8
E02000466,2021,36300,0.155,0,9069,4.1,24.9,6.7
E02000467,2011,25029,0.309,0,7059,9,13.2,21.3
E02000467,2021,28000,0.271,0,11457,4.1,26,7.6
E02000468,2011,28679,0.146,0,6314,4.6,15,15
E02000468,2021,37200,0.122,0,8651,3.5,24.2,7
E02000469,2011,26593,0.215,0,8235,6.5,14.6,11.9
E02000469,2021,33100,0.176,0,7283,3.6,27.4,8.7
E02000470,2011,31807,0.085,0,6518,3.9,22.4,18
E02000470,2021,39100,0.083,0,9782,2.5,34.6,8.3
E02000471,2011,30764,0.07,0,6947,3,19,12.7
E02000471,2021,42900,0.06,0,7820,2.2,27.5,7.5
