MSOA11CD,year,income,imd,oa,pop,unem,edu,mig
E02000702,2021,40600,0.164,0,9323,4.7,36.6,7.6
E02000703,2011,41193,0.058,0,7334,2.9,49.8,24.3
E02000703,2021,52200,0.054,0,7964,2.4,59.3,9
E02000704,2011,39629,0.102,0,7662,3.2,45.4,28.2
E02000704,2021,44900,0.089,0,8599,3.4,54.3,14.2
E02000705,2011,29721,0.137,0,9173,5,27.2,16.5
E02000705,2021,45600,0.103,0,9329,3.8,39.8,8.8
E02000706,2011,25550,0.247,0,8730,6.6,22.9,20.2
E02000706,2021,39300,0.208,0,10035,4.1,35,7.2
E02000707,2011,27114,0.22,0,8287,6.8,22.9,15.2
E02000707,2021,37100,0.193,0,8306,4.8,32.5,6.9
E02000708,2011,37543,0.08,0,8072,3.4,41.7,20.6
E02000708,2021,51100,0.066,0,8886,2.8,51,8.8
E02000709,2011,34414,0.069,0,8217,3.1,34,14.7
E02000709,2021,50400,0.06,0,7977,2.7,45.5,8.5
E02000710,2011,28679,0.17,0,7816,5,26.8,22.4
E02000710,2021,41700,0.153,0,9186,4.2,36.3,8.7
E02000711,2011,28679,0.2,0,7689,5.7,26.3,23.3
E02000711,2021,38700,0.144,0,9446,4,40.8,9.5
E02000712,2011,28679,0.183,0,8290,4.7,22.5,20.1
E02000712,2021,36900,0.154,0,9666,3.4,33.9,6.7
E02000713,2011,32850,0.081,0,8416,3.1,22.8,11.1
E02000713,2021,44000,0.053,0,7805,2.7,32.9,7.4
E02000714,2011,28679,0.3,0,7638,7.1,31.8,27.6
E02000714,2021,39400,0.16,1,7711,5.2,41.9,9.8
E02000715,2011,23986,0.374,0,7825,8.4,24.1,24.7
E02000715,2021,30600,0.188,0,7297,4.6,29.6,9.2
E02000716,2011,25550,0.319,0,7742,7.7,30.1,27.7
E02000716,2021,38200,0.178,0,7350,4.8,35.5,8.7
E02000717,2011,23986,0.389,0,8124,6.9,29.2,28.8
E02000717,2021,33000,0.18,0,8357,4.5,31.5,10
E02000718,2011,23986,0.407,0,8605,7.8,24.2,19
E02000718,2021,33300,0.215,0,7406,4.7,31.8,7.4
E02000719,2011,26593,0.291,0,7486,6.7,32.2,37.5
E02000719,2021,38300,0.152,1,8076,5.4,41.8,14.1
E02000720,2011,27636,0.276,0,8286,6.4,32.8,24.6
E02000720,2021,38800,0.143,0,7489,5.5,39,8.8
E02000721,2011,23464,0.324,0,7701,6.6,27.3,36.1
E02000721,2021,34700,0.204,1,9544,5.3,32.5,11
E02000722,2011,29721,0.284,0,8329,6.5,36.6,36.7
E02000722,2021,39000,0.147,1,8140,6.1,42.9,17.4
E02000723,2011,25550,0.341,0,8158,5.9,31.8,33.2
E02000723,2021,37700,0.154,0,11195,4.4,35.3,9.6
E02000724,2011,24507,0.307,0,8709,6.8,28.5,28.8
E02000724,2021,34800,0.169,0,10027,4.5,32.1,8.3
E02000725,2011,30243,0.317,0,7490,6.3,40.2,44.8
E02000725,2021,41300,0.155,1,9987,5.4,46.9,20.5
E02000727,2011,23986,0.301,0,8133,6.1,31.7,28.9
E02000727,2021,33800,0.156,0,8518,4.7,33.8,10.1
E02000728,2011,26071,0.261,0,7381,6.4,32.1,34.3
E02000728,2021,39800,0.146,1,8527,4.5,34.4,9.7
E02000729,2011,27114,0.273,0,7354,6.4,29.7,26.8
E02000729,2021,41800,0.153,1,7327,5,35,9.3
E02000730,2011,25029,0.293,0,8101,6.5,30.9,27.9
E02000730,2021,35400,0.16,0,9930,6,35.5,11.9
E02000731,2011,25550,0.293,0,6844,5.7,34.6,43.1
E02000731,2021,33400,0.148,0,9962,4.5,34.2,10.4
E02000732,2011,23464,0.405,0,8216,7.7,26.4,23.5
E02000732,2021,33400,0.215,0,8900,5.6,33.7,11.2
E02000733,2011,26593,0.357,0,7483,7.3,28.2,33.8
E02000733,2021,32700,0.19,1,10095,5.5,38.2,11.8
E02000734,2011,26071,0.347,0,9665,7.6,29,19.7
E02000734,2021,33800,0.193,1,7302,5.5,36.9,9.3
E02000735,2011,24507,0.343,0,8226,6.5,28.4,25.2
E02000735,2021,33900,0.182,0,8610,4.6,36.7,9.7
E02000736,2011,24507,0.353,0,10600,7.5,24.9,18.9
E02000736,2021,34800,0.193,1,9204,5.2,31.7,8.2
E02000737,2011,26071,0.314,0,9415,6.5,26.5,23.5
E02000737,2021,37400,0.167,0,10379,5.6,34.4,8.2
E02000738,2011,27114,0.266,0,8876,5.6,29.8,23.7
E02000738,2021,37200,0.122,0,9577,4.4,37.2,11.1
E02000739,2011,24507,0.306,0,8892,7.3,27.5,22.5
E02000739,2021,35400,0.177,0,7724,4.6,35.2,10.5
E02000740,2011,25550,0.377,0,8305,9,27.2,21.6
E02000740,2021,33400,0.193,1,6767,6.7,38.4,9.9
E02000741,2011,26593,0.328,0,8227,7.4,26.2,25.6
E02000741,2021,37100,0.152,0,8246,5.1,35.6,8.6
E02000742,2011,26071,0.332,0,7080,7.3,24.6,28.9
E02000742,2021,34700,0.18,0,8705,4.6,33.9,9.7
E02000743,2011,24507,0.412,0,8992,9,21.9,21.2
E02000743,2021,31900,0.23,0,10282,6.3,39.1,10.9
E02000744,2011,26071,0.362,0,10073,7.7,23.3,22.9
E02000744,2021,35100,0.186,0,9173,5,36,11.3
E02000745,2011,26071,0.313,0,7566,6.9,25.9,26.6
E02000745,2021,43300,0.187,0,8598,5,37.9,12.1
E02000746,2011,23986,0.35,0,9754,6.5,28.2,22.4
E02000746,2021,38200,0.184,1,9426,4.9,43.6,19.1
E02000747,2011,30764,0.335,0,7642,6.3,37.8,46.5
E02000747,2021,40800,0.181,1,13097,4.7,53.8,18.3
E02000748,2011,27636,0.239,0,7582,6.1,28.4,26
E02000748,2021,44300,0.137,0,6275,4.6,37.5,11.9
E02000749,2011,25029,0.41,0,8571,7.7,21.9,21
E02000749,2021,35100,0.234,0,9552,5.8,34.7,9.4
E02000751,2011,39629,0.067,0,9434,2.7,41.6,18.6
E02000751,2021,45900,0.048,0,11159,3.2,48.7,8.4
E02000752,2011,28157,0.274,0,8467,6.2,18.3,11.3
E02000752,2021,37100,0.195,0,8782,3.6,35.5,8.8
E02000753,2011,29721,0.223,0,6894,5.6,22.7,12.5
E02000753,2021,41300,0.154,0,6920,4.2,35.8,9.1
E02000754,2011,33893,0.14,0,6779,4.4,32.4,16.2
E02000754,2021,43900,0.096,0,6768,3.5,43.5,8.1
E02000755,2011,32329,0.149,0,8261,4.9,26.8,11.3
E02000755,2021,40800,0.097,0,5483,3.2,36.4,7.6
E02000756,2011,31286,0.153,0,8005,4.6,25.5,29.2
E02000756,2021,42500,0.102,0,14594,3.4,39.2,9.5
E02000757,2011,42236,0.088,0,7866,3.6,46.3,34.7
E02000757,2021,45800,0.063,0,12393,3.6,53.5,11.1
E02000758,2011,30243,0.187,0,8029,5.3,27.1,12.6
E02000758,2021,41200,0.127,0,6885,3.5,38.9,6.2
E02000759,2011,35979,0.152,0,8141,4.9,37,27.8
E02000759,2021,44900,0.103,0,13088,3.2,46.5,8.8
E02000760,2011,29721,0.218,0,7382,5.3,26,16
E02000760,2021,40500,0.157,0,7534,3.2,37.9,7.9
E02000762,2011,33893,0.11,0,10646,4.7,34.7,10
E02000762,2021,42100,0.081,0,6621,3.1,45,7.2
E02000763,2011,31807,0.179,0,6240,5.2,30.8,20
E02000763,2021,41600,0.115,0,8015,4.2,41.7,9.1
E02000764,2011,42236,0.103,0,8183,3.3,50.1,34.1
E02000764,2021,44200,0.078,0,12306,3.2,56.7,10.6
E02000765,2011,33893,0.152,0,10679,4.7,35.6,13.1
E02000765,2021,43200,0.098,0,7526,3.5,45.8,11.3
E02000767,2011,32850,0.173,0,10422,5.1,33.1,14
E02000767,2021,43800,0.103,0,8625,3.7,45.1,10.1
E02000768,2011,42236,0.071,0,6815,3.2,47.4,16.2
E02000768,2021,50100,0.048,0,5788,3.1,56.5,7.5
E02000770,2011,29721,0.204,0,6138,5.1,32.9,23.7
E02000770,2021,40800,0.12,0,8123,4.1,41,8.8
E02000772,2011,29721,0.186,0,6440,6.2,33,31
E02000772,2021,38900,0.124,0,8383,4.5,39.2,9.5
E02000773,2011,29200,0.234,0,5218,5.9,33.8,35.9
E02000773,2021,43000,0.133,1,10733,3.6,42.9,9.8
E02000774,2011,28679,0.235,0,12630,6.6,30.3,12.5
E02000774,2021,40300,0.154,0,8108,4.5,36.5,10.6
E02000776,2011,30764,0.197,0,11516,6.2,36.8,13.6
E02000776,2021,43300,0.126,1,7039,3.6,42.9,8.8
E02000777,2011,38064,0.122,0,5953,3.8,43.3,16.7
E02000777,2021,47800,0.099,0,6003,3.4,52,8.7
E02000779,2011,29200,0.263,0,12044,7.9,37,22.2
E02000779,2021,36700,0.17,1,8416,4.6,40.4,14.8
E02000781,2011,28679,0.191,0,6957,5.6,29.9,34.1
E02000781,2021,40400,0.13,1,16292,4,36.1,7
E02000782,2011,25550,0.323,0,6290,8.3,32.5,39.2
E02000782,2021,36300,0.196,1,11487,4.4,39.9,13.3
E02000783,2011,26071,0.335,0,6928,7.8,29.3,23.4
E02000783,2021,35800,0.229,1,7395,5.3,33.8,9.8
E02000784,2011,43279,0.075,0,11865,3.2,57.5,20.5
E02000784,2021,52300,0.07,0,10130,3.1,63.7,12
E02000785,2011,50579,0.042,0,6319,2.8,66.5,41.2
E02000785,2021,54500,0.04,0,9714,2.6,72,13
E02000786,2011,44321,0.087,0,7616,3.3,57.6,40.2
E02000786,2021,52600,0.074,0,11372,2.9,65.2,13.4
E02000787,2011,43800,0.1,0,5660,3.8,55,51.9
E02000787,2021,53300,0.091,0,12086,3.5,63.9,12.7
E02000788,2011,46929,0.049,0,14257,2.4,60,15.7
E02000788,2021,53100,0.048,0,9095,2.8,67,12
E02000789,2011,49536,0.069,0,7562,2.6,62,25.8
E02000789,2021,53600,0.073,0,6301,3,67.2,15.8
E02000790,2011,56836,0.044,0,7946,2.1,66.3,21.7
E02000790,2021,56900,0.031,0,6585,2.6,70.2,13
E02000791,2011,57357,0.036,0,9198,2.3,65.6,26.2
E02000791,2021,57200,0.033,0,6472,2.8,72.8,19.1
E02000792,2011,53186,0.049,0,7218,2.8,64.6,30
E02000792,2021,55200,0.035,0,7147,2.8,69.3,15.6
E02000793,2011,36500,0.108,0,6372,3.5,36.4,25.5
E02000793,2021,45200,0.078,0,8107,3.4,44.9,8.4
E02000794,2011,45886,0.053,0,5883,2.8,53.5,29.2
E02000794,2021,53000,0.04,0,7015,2.9,61.3,12.3
E02000795,2011,44321,0.058,0,7751,2.6,55.1,21.2
E02000795,2021,55300,0.04,0,6926,2.1,62.9,10
E02000796,2011,32329,0.143,0,14666,4.3,29.8,12.4
E02000796,2021,43900,0.114,0,11087,3.8,38.8,6.7
E02000797,2011,50579,0.048,0,13672,2.3,61.4,17.2
E02000797,2021,51600,0.042,0,7868,2.9,67.4,16.3
E02000798,2011,40150,0.076,0,9289,3,45.1,24.1
E02000798,2021,46400,0.068,0,11308,3,53.6,9.6
E02000799,2011,43800,0.05,0,7255,1.9,52.3,32.2
E02000799,2021,52900,0.041,0,6603,2.4,57.7,18.3
E02000800,2011,35457,0.171,0,10299,5.4,39.5,9.4
E02000800,2021,47000,0.13,0,5410,3,49.6,9.2
E02000801,2011,46407,0.045,0,9695,2.3,58.3,18.3
E02000801,2021,50400,0.045,0,7110,3.3,63.9,10.9
E02000802,2011,43279,0.075,0,10919,2.7,51.4,13.6
E02000802,2021,46000,0.062,0,7022,2.6,60.2,10.5
E02000803,2011,34414,0.133,0,10768,3.6,36.3,15.9
E02000803,2021,40400,0.116,0,9716,3.7,45.3,8.5
E02000804,2011,46407,0.062,0,8692,2.8,57.4,22.4
E02000804,2021,46800,0.05,0,7149,2.9,63.1,12.5
E02000805,2011,41193,0.075,0,6196,3.1,53.6,45.3
E02000805,2021,47000,0.065,0,10755,2.9,62.1,10.6
E02000806,2011,40671,0.077,0,6193,2.8,47.2,30.2
E02000806,2021,46200,0.064,0,10299,2.5,56.7,9.4
E02000807,2011,48493,0.085,0,6137,3.9,57,52.2
E02000807,2021,55500,0.075,1,8227,3.6,65.6,20.9
E02000808,2011,39107,0.137,0,6989,4.4,53.3,63.5
E02000808,2021,48300,0.115,1,10168,3.7,59.6,31
E02000810,2011,33371,0.253,0,8122,6.4,40.9,36.2
E02000810,2021,42000,0.178,0,11896,4.4,54.4,14.8
E02000812,2011,32329,0.21,0,6609,5.3,46,65.5
E02000812,2021,40200,0.183,1,10788,4.1,51.5,17.9
E02000813,2011,31286,0.246,0,6898,6.4,37.7,39.5
E02000813,2021,39800,0.18,1,10223,4.8,53.8,18.2
E02000814,2011,44321,0.121,0,10313,4.2,57.2,34.1
E02000814,2021,55000,0.102,1,10291,4.3,64.8,19.7
E02000815,2011,32329,0.117,0,6979,3.8,48.3,53.7
E02000815,2021,41700,0.16,1,7613,3.6,59.2,30.2
E02000816,2011,30243,0.232,0,10528,7,30.8,24.6
E02000816,2021,37600,0.183,0,9610,5.3,45.5,14.9
E02000817,2011,26071,0.293,0,6415,7.9,25.9,28.5
E02000817,2021,33200,0.236,1,6823,5.2,40.3,13.1
E02000818,2011,28157,0.259,0,5184,6.2,34.9,49.6
E02000818,2021,38100,0.2,1,9791,4.7,53.8,18.8
E02000819,2011,27636,0.252,0,6608,6.5,30.2,36.2
E02000819,2021,34100,0.189,0,8499,5.7,41.5,12.1
E02000820,2011,32329,0.222,0,6747,6.7,41.3,45.4
E02000820,2021,38500,0.164,1,9245,4.9,52.4,17
E02000821,2011,25550,0.272,0,9387,8.3,26.7,23.6
E02000821,2021,34100,0.268,0,9358,7.5,41.8,13
E02000822,2011,26071,0.249,0,7106,8.4,28.4,34.7
E02000822,2021,29800,0.215,1,6719,5.8,42.2,12.6
E02000823,2011,29721,0.242,0,10221,6.6,36.5,25.1
E02000823,2021,36600,0.197,1,8685,5.5,48.6,13
E02000824,2011,25029,0.302,0,9985,8.9,27.2,24.2
E02000824,2021,32800,0.24,0,9903,6.4,41.3,10.5
E02000825,2011,25550,0.328,0,8313,8.5,30.6,28.5
E02000825,2021,33700,0.238,0,10225,6.3,44.4,10.2
E02000826,2011,27636,0.241,0,9102,7.4,35.9,28.9
E02000826,2021,36500,0.207,0,9882,5.2,50,14
E02000827,2011,26071,0.25,0,11711,7.3,34.2,25.4
E02000827,2021,34500,0.197,0,11311,5.7,49.2,11.9
E02000828,2011,25550,0.273,0,9144,8.7,30.3,25.4
E02000828,2021,35400,0.226,0,8813,5.4,46.4,14.9
E02000829,2011,27636,0.305,0,10290,8.5,34.7,32.7
E02000829,2021,35000,0.218,0,10925,4.6,50.9,13.3
E02000830,2011,37021,0.182,0,8591,5.4,52,34.8
E02000830,2021,43000,0.121,0,8884,3.6,64.3,18.5
E02000831,2011,34936,0.201,0,8652,5.3,48.7,33.3
E02000831,2021,41600,0.143,0,9353,3.8,62.4,16
E02000832,2011,29200,0.263,0,6497,6.3,33.9,40
E02000832,2021,35700,0.211,0,9688,5.4,49.5,11.4
E02000833,2011,31807,0.178,0,9043,5.9,41.2,29.3
E02000833,2021,38400,0.14,0,7487,4.2,54.6,11.4
E02000834,2011,41714,0.134,0,6494,4.2,58.6,47.3
E02000834,2021,45700,0.099,0,9388,3.1,67.4,16
E02000835,2011,33893,0.178,0,7534,6.4,43.8,24
E02000835,2021,45000,0.135,0,7680,3.5,58.7,9.7
E02000836,2011,43800,0.118,0,8315,3.9,58.3,29.2
E02000836,2021,50600,0.093,0,8296,3.2,67.4,14.7
E02000837,2011,48493,0.067,0,8503,2.7,65.9,25.9
E02000837,2021,58600,0.049,0,8559,2.3,72.8,11.2
E02000838,2011,38064,0.146,0,8386,4.6,50.3,32
E02000838,2021,43800,0.108,0,9497,3.7,60.8,12.9
E02000839,2011,39629,0.142,0,8111,4.8,50.3,24.7
E02000839,2021,49300,0.125,0,8480,4.4,58.8,10.4
E02000840,2011,26593,0.248,0,7733,5.9,17.4,14.9
E02000840,2021,33200,0.21,0,9321,4.2,29.6,7.7
E02000841,2011,27114,0.205,0,9568,6.1,17.8,15
E02000841,2021,33800,0.178,0,9188,3.8,28.9,6.7
E02000842,2011,31807,0.077,0,9649,2.8,23.2,10.6
E02000842,2021,41800,0.064,0,8279,2.7,32.6,7.4
E02000843,2011,33371,0.139,0,8888,4.6,28.1,16.4
E02000843,2021,40900,0.099,0,9473,3,42.6,11.7
E02000844,2011,29721,0.146,0,10359,4.6,20.1,12.3
E02000844,2021,38900,0.129,0,8657,3.4,31.2,6.3
E02000845,2011,35979,0.09,0,8383,3.5,32.6,19.7
E02000845,2021,45200,0.071,0,9420,3.1,43.1,8
E02000846,2011,32329,0.089,0,10389,3.3,26.1,11.7
E02000846,2021,44800,0.073,0,7615,2.5,38.6,8.4
E02000847,2011,33371,0.066,0,8870,3.1,28.8,14.6
E02000847,2021,39100,0.054,0,9421,2.8,40.1,7.2
E02000848,2011,31807,0.068,0,9378,2.7,22,10.9
E02000848,2021,42600,0.05,0,8139,2.3,33.2,7.2
E02000849,2011,32850,0.119,0,9960,4.1,28.3,13
E02000849,2021,39800,0.094,0,8177,2.5,37.8,7.2
E02000850,2011,32329,0.089,0,7755,3.8,25.1,19
E02000850,2021,40700,0.077,0,10836,3,35.1,6.4
E02000851,2011,31286,0.16,0,9199,5.4,29,22.7
E02000851,2021,37400,0.153,0,11581,4,42.3,14.8
E02000852,2011,34414,0.076,0,7236,4.2,31.3,19.1
E02000852,2021,42700,0.062,0,8146,2.8,40.7,8.7
E02000853,2011,32850,0.096,0,8240,4,28.9,16.3
E02000853,2021,40800,0.093,0,8171,2.8,38.9,8.5
E02000854,2011,36500,0.074,0,9085,3.4,36.3,14.9
E02000854,2021,42900,0.083,0,7611,2.4,46.3,8.2
E02000855,2011,37543,0.052,0,9180,2.6,36.1,13.9
E02000855,2021,41800,0.048,0,8204,2.3,43.5,8.5
E02000856,2011,33371,0.098,0,8036,3.4,34,19.2
E02000856,2021,40700,0.08,0,9330,2.6,42.9,8.9
E02000857,2011,37543,0.084,0,8171,3.9,44,28
E02000857,2021,39000,0.073,0,8995,3.4,48.7,14
E02000858,2011,26593,0.26,0,8721,6.6,20.1,12.6
E02000858,2021,34900,0.232,0,8568,3.6,30.4,6.8
E02000859,2011,32850,0.103,0,7666,3.6,32.6,18.7
E02000859,2021,38400,0.089,0,8488,2.1,39.7,8
E02000860,2011,34414,0.14,0,7495,4,38,29.5
E02000860,2021,36200,0.129,0,8786,3.8,43.6,13.7
E02000861,2011,40150,0.033,0,7779,2.4,43.6,14.5
E02000861,2021,48500,0.034,0,7776,2.2,51.9,7.8
E02000863,2011,34936,0.08,0,8867,3.3,33.1,10.1
E02000863,2021,43000,0.069,0,6738,2.3,41.8,6.2
E02000864,2011,28679,0.379,0,7053,7.8,30.7,34
E02000864,2021,37500,0.237,1,11263,4.4,48.5,14.8
E02000865,2011,27636,0.355,0,8798,7.8,36.2,23.9
E02000865,2021,36800,0.234,1,7961,5.3,43.5,16.9
E02000866,2011,33893,0.271,0,7889,5.6,46.2,43.3
E02000866,2021,41500,0.162,1,10646,3.3,54.9,16.3
E02000867,2011,33371,0.19,0,7485,5.1,49.1,56
E02000867,2021,43800,0.148,1,11328,5.3,56.8,20.3
E02000868,2011,30764,0.279,0,10309,5.6,44.1,25.5
E02000868,2021,39700,0.172,1,7196,4.1,52.1,19.3
E02000869,2011,31286,0.313,0,8330,6.8,43.2,22.3
E02000869,2021,36100,0.206,1,5931,4.7,51.4,17.5
E02000870,2011,31286,0.3,0,7434,6.8,37.9,28.5
E02000870,2021,37200,0.203,0,6371,5.1,46.1,17
E02000871,2011,24507,0.388,0,7592,8.8,28.8,31.2
E02000871,2021,37900,0.249,1,11514,5.4,42.2,15.3
E02000872,2011,28679,0.345,0,7101,6.8,44.4,42.3
E02000872,2021,40200,0.207,1,8145,5.1,51.5,21.9
E02000873,2011,25029,0.285,0,7787,5.7,31.5,62.3
E02000873,2021,41100,0.181,0,9850,4.1,40.4,26.2
E02000874,2011,23464,0.33,0,8176,6.8,30.6,28.9
E02000874,2021,36900,0.235,1,7496,4.5,42.6,18.9
E02000875,2011,23464,0.416,0,7905,8.7,30.5,35.3
E02000875,2021,38000,0.233,1,13571,5.6,43.7,14.3
E02000876,2011,23986,0.342,0,7691,7.2,40.1,35.3
E02000876,2021,38900,0.209,1,7274,4.6,48.7,25.1
E02000877,2011,24507,0.395,0,8165,8.6,30.2,38.6
E02000877,2021,41400,0.225,1,13809,5.4,47.3,16.2
E02000878,2011,24507,0.352,0,7598,7.4,44.4,65.8
E02000878,2021,45800,0.197,1,10433,5.3,53.7,26.1
E02000879,2011,26593,0.367,0,7497,6.3,31,33.5
E02000879,2021,35400,0.224,1,8343,4.6,39.3,15.5
E02000880,2011,26071,0.327,0,6367,6.3,34.1,35.2
E02000880,2021,37400,0.193,1,6514,4.4,42.6,22
E02000881,2011,25550,0.414,0,8297,9.5,24.8,19.8
E02000881,2021,39000,0.276,0,10831,5.3,43.3,16.4
E02000882,2011,25550,0.487,0,7051,9.1,28.8,25.9
E02000882,2021,38500,0.261,0,11501,4.7,39.7,12.4
E02000883,2011,23986,0.457,0,9662,9.8,22.2,20.4
E02000883,2021,36400,0.285,1,9287,4.9,35.3,13.9
E02000884,2011,25550,0.354,0,9761,5.5,51.4,46.2
E02000884,2021,47500,0.151,1,12769,3.7,55.5,28.8
E02000885,2011,25029,0.401,0,6632,8,27.7,28
E02000885,2021,34900,0.262,1,7054,5,35.5,14.4
E02000886,2011,34414,0.265,0,5705,6.1,47.7,44.5
E02000886,2021,51200,0.161,1,9590,4.1,54,21.4
E02000887,2011,25550,0.435,0,6477,8.6,27.7,39.1
E02000887,2021,37100,0.251,1,10801,5.7,41.4,16.3
E02000888,2011,32850,0.412,0,8591,6.2,45.8,31.9
E02000888,2021,52100,0.151,1,8620,4.6,52.4,18.5
E02000889,2011,36500,0.28,0,7501,5.2,50.2,32.8
E02000889,2021,49700,0.148,1,8965,3.8,59.6,23.3
E02000890,2011,54750,0.103,0,8713,3.2,65.9,25.5
E02000890,2021,58200,0.065,1,5815,3.4,69.5,20.7
E02000893,2011,33371,0.25,0,7129,5.9,41.1,30.4
E02000893,2021,45900,0.154,1,7412,5.9,48.4,16
E02000894,2011,41193,0.158,0,9440,5.4,56.5,44.6
E02000894,2021,57200,0.095,1,11007,4.6,59,20.7
E02000895,2011,29200,0.197,0,7037,4.9,20.4,13.4
E02000895,2021,39300,0.155,1,8369,3.1,30.9,6.8
E02000896,2011,37021,0.119,0,9803,4.2,31.1,18.7
E02000896,2021,42600,0.088,0,9328,3.3,40.4,8.5
E02000897,2011,29721,0.258,0,10286,5.4,21.3,10.6
E02000897,2021,39800,0.177,0,8567,4.2,32.9,6.2
E02000898,2011,30243,0.224,0,7634,5,22.6,14.7
E02000898,2021,39500,0.14,0,8011,3.9,34.1,7.7
E02000899,2011,30243,0.153,0,5776,4.7,20.4,21.2
E02000899,2021,43200,0.119,1,8811,3.7,32.6,7.2
E02000900,2011,28157,0.248,0,6909,5.5,20.3,19.8
E02000900,2021,41700,0.161,1,8973,4.6,31.3,6.5
E02000901,2011,34936,0.135,0,8604,4.2,30.6,16
E02000901,2021,46300,0.098,0,10493,3.8,42.8,7.2
E02000902,2011,31286,0.214,0,7950,6,24.5,19.3
E02000902,2021,40700,0.142,1,9960,4.5,39.1,7.4
E02000903,2011,26593,0.356,0,9086,7.7,22.3,19.8
E02000903,2021,37100,0.233,1,10275,5.3,38.6,7.8
E02000904,2011,32329,0.225,0,6895,6.1,29.3,27.2
E02000904,2021,42400,0.121,0,8424,4.2,45.9,9.6
E02000905,2011,30764,0.237,0,7326,5.6,32.4,33.9
E02000905,2021,41800,0.13,1,10473,3.9,48.7,9.2
E02000906,2011,31286,0.268,0,8660,6.1,33.5,26.4
E02000906,2021,37300,0.164,1,9653,4.6,49,11.1
E02000907,2011,27636,0.369,0,8215,9.8,26.3,28.6
E02000907,2021,36000,0.233,0,10580,6.7,41.5,11.1
E02000908,2011,31807,0.23,0,6616,5.2,32.9,46.8
E02000908,2021,36800,0.141,1,12903,4,52.8,16.6
E02000909,2011,33371,0.187,0,5795,5.1,40.4,37.5
E02000909,2021,44600,0.126,0,9247,3.8,53.5,11.7
E02000910,2011,30764,0.226,0,12678,5.7,37.9,26.1
E02000910,2021,40800,0.14,0,11429,4.3,51.8,13.9
E02000911,2011,28679,0.275,0,6783,6.1,34.1,44.7
E02000911,2021,38900,0.173,1,12963,5,49.3,11.8
E02000912,2011,28679,0.28,0,10137,5.8,29,23
E02000912,2021,40800,0.178,1,9742,4.5,42.2,9.5
E02000913,2011,30243,0.22,0,7979,5.4,33,28.5
E02000913,2021,43100,0.134,1,9642,3.7,43.9,8.5
E02000914,2011,25550,0.288,0,8814,7.7,26.7,29.7
E02000914,2021,37800,0.214,1,11798,6.3,36.9,10.6
E02000915,2011,33893,0.202,0,8077,6.4,40.4,33.2
E02000915,2021,43000,0.115,1,8112,4.3,51.4,12.5
E02000916,2011,27636,0.242,0,7750,6.4,27.7,31.9
E02000916,2021,38700,0.163,1,10563,4.4,43.9,13.4
E02000917,2011,30764,0.192,0,7920,5.6,35,34.9
E02000917,2021,41500,0.106,1,9588,4.6,49,14.2
E02000918,2011,30764,0.234,0,8088,6.6,36.9,34.7
E02000918,2021,42600,0.153,1,9323,4.9,47.2,12.7
E02000919,2011,31807,0.205,0,9371,6,33.2,32.3
E02000919,2021,39300,0.109,1,9239,4.6,47,15
E02000920,2011,27636,0.266,0,8231,7.2,29.6,35.2
E02000920,2021,36800,0.174,1,10299,4.9,41,12
E02000921,2011,26071,0.319,0,9043,8.3,28.1,32.5
E02000921,2021,35500,0.194,1,11200,5.4,39.2,11.6
E02000922,2011,28157,0.248,0,8228,6.4,31.6,42.1
E02000922,2021,36500,0.14,1,10461,4.4,43.2,12.7
E02000923,2011,46407,0.106,0,9589,3.1,57.5,29.2
E02000923,2021,51000,0.071,1,7526,2.8,63.7,19.9
E02000925,2011,31807,0.284,0,9248,5.9,39.4,22.4
E02000925,2021,41500,0.195,0,7900,4.3,49.4,15.2
E02000926,2011,43800,0.147,0,9998,4.1,55.3,35
E02000926,2021,50600,0.101,0,11640,3.5,67,22.4
E02000927,2011,40150,0.173,0,10516,4.4,50,24.4
E02000927,2021,46900,0.148,0,7100,3.8,57,18.6
E02000928,2011,50057,0.061,0,8640,2.7,66.5,30.7
E02000928,2021,52400,0.053,0,8356,2.9,71.5,17.8
E02000929,2011,28157,0.331,0,10698,7.1,33.5,18.7
E02000929,2021,35200,0.239,0,8104,5.2,45.7,15.2
E02000930,2011,51621,0.111,0,10872,3.2,65.4,42.5
E02000930,2021,49200,0.062,0,10081,2.8,72.3,28.7
E02000931,2011,58400,0.057,0,9238,2.2,71.4,38.5
E02000931,2021,64500,0.037,0,8815,2.2,77.2,21.9
E02000932,2011,57879,0.053,0,8706,2.2,70,54.4
E02000932,2021,53900,0.05,0,12843,2.8,74.3,24.2
E02000933,2011,46929,0.071,0,10594,2.5,60.1,29.3
E02000933,2021,49600,0.063,0,8867,2.9,67.5,15.8
E02000934,2011,47450,0.134,0,8643,3.3,63.4,45.6
E02000934,2021,49800,0.07,0,8916,3.1,69.1,24.9
E02000935,2011,25550,0.276,0,9485,6.1,23.9,30.2
E02000935,2021,30900,0.211,0,7375,4.2,34.3,18.2
E02000936,2011,49014,0.098,0,9171,3.2,61.8,38.6
E02000936,2021,54600,0.082,0,9366,2.9,68.3,21.9
E02000937,2011,52664,0.067,0,9126,2.8,67.4,30.5
E02000937,2021,58100,0.054,0,8161,2.7,71.4,16.4
E02000938,2011,31807,0.218,0,9221,4.4,40.7,31.5
E02000938,2021,46200,0.153,0,10767,3.9,50.8,12.2
